time-stamp,vin,vdda0,vddd0,vdda1,vddd1,vdda2,vddd2,vdda3,vddd3
2023/02/13 17:36:04,1.4401601943969726,1.208607406616211,1.2083544540405273,1.2119463806152344,1.1867017135620117,1.1910524978637695,1.2151335830688477,1.1971739501953125,1.1951503295898438
2023/02/13 17:36:07,1.4412731857299805,1.2140205917358398,1.2058755187988281,1.2068367385864258,1.1942397003173828,1.1850828170776369,1.2123511047363282,1.2031436309814454,1.1978822174072266
2023/02/13 17:36:10,1.442082633972168,1.203194221496582,1.2039024887084961,1.2120475616455078,1.1952009201049805,1.1892818298339844,1.2207491302490234,1.1902936401367188,1.1944926528930664
2023/02/13 17:36:13,1.4433473968505859,1.2014741439819336,1.1984387130737304,1.210580436706543,1.1909513168334962,1.1869040756225586,1.2108333892822265,1.1996528854370117,1.1909007263183593
2023/02/13 17:36:16,1.4407166900634767,1.204104850769043,1.2080003204345704,1.213970001220703,1.199450523376465,1.1890794677734375,1.2074438247680663,1.1938855667114259,1.1902430496215821
0.0,1.4415160202026367,1.2062802429199218,1.2049142990112305,1.2110762237548829,1.1933088348388672,1.1882801376342773,1.2133022064208987,1.1968299346923827,1.1937337951660156
