time-stamp,vin,vdda0,vddd0,vdda1,vddd1,vdda2,vddd2,vdda3,vddd3
2023/02/13 17:27:29,1.7339899063110351,1.2213562164306642,1.2184219665527345,1.2176125183105468,1.1913560409545898,1.1922666702270508,1.2172077941894532,1.2023341827392577,1.2063308334350586
2023/02/13 17:27:32,1.743905647277832,1.2351168365478515,1.2239869232177734,1.2223174362182618,1.2113898849487306,1.1919125366210939,1.2198890914916993,1.2033459930419923,1.2047119369506836
2023/02/13 17:27:35,1.735811164855957,1.2192820053100586,1.221912712097168,1.2310190048217773,1.2094674453735352,1.1914066314697267,1.215285354614258,1.2028906784057618,1.2027894973754882
2023/02/13 17:27:38,1.7328769149780274,1.2112381134033203,1.2200408630371093,1.2243916473388672,1.2088097686767578,1.1842733688354492,1.210428665161133,1.2135652770996095,1.2073932342529297
2023/02/13 17:27:41,1.7388465957641601,1.2151335830688477,1.2090627212524414,1.2243410568237305,1.20137296295166,1.1959091873168946,1.215943031311035,1.2014741439819336,1.2087085876464845
0.0,1.7370860458374024,1.2204253509521485,1.2186850372314453,1.2239363327026367,1.2044792205810546,1.191153678894043,1.2157507873535156,1.2047220550537108,1.205986817932129
